"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2012-3-6","5,765.80","5,874.82","5,874.82","5,758.42","989.89M","-1.86%"
"2012-3-5","5,874.82","5,911.13","5,911.13","5,865.38","873.45M","-0.61%"
"2012-3-2","5,911.13","5,931.25","5,939.97","5,908.48","736.46M","-0.34%"
"2012-3-1","5,931.25","5,871.51","5,936.07","5,858.85","900.75M","1.02%"
"2012-2-29","5,871.51","5,927.91","5,944.75","5,871.51","1.20B","-0.95%"
"2012-2-28","5,927.91","5,915.55","5,937.02","5,899.99","804.67M","0.21%"
"2012-2-27","5,915.55","5,935.13","5,935.13","5,865.85","966.77M","-0.33%"
"2012-2-24","5,935.13","5,937.89","5,964.02","5,925.47","1.01B","-0.05%"
"2012-2-23","5,937.89","5,916.55","5,952.47","5,900.50","1.07B","0.36%"
"2012-2-22","5,916.55","5,928.20","5,937.96","5,894.60","872.09M","-0.20%"
"2012-2-21","5,928.20","5,945.25","5,948.84","5,916.58","846.27M","-0.29%"
"2012-2-20","5,945.25","5,905.07","5,956.33","5,905.07","723.67M","0.68%"
"2012-2-17","5,905.07","5,885.38","5,923.62","5,885.38","1.10B","0.33%"
"2012-2-16","5,885.38","5,892.16","5,892.36","5,829.38","751.18M","-0.12%"
"2012-2-15","5,892.16","5,899.87","5,923.78","5,880.62","801.55M","-0.13%"
"2012-2-14","5,899.87","5,905.70","5,920.61","5,877.21","832.57M","-0.10%"
"2012-2-13","5,905.70","5,852.39","5,920.09","5,852.39","641.64M","0.91%"
"2012-2-10","5,852.39","5,895.47","5,895.47","5,839.85","948.79M","-0.73%"
"2012-2-9","5,895.47","5,875.93","5,916.31","5,870.55","973.46M","0.33%"
"2012-2-8","5,875.93","5,890.26","5,916.20","5,871.33","809.27M","-0.24%"
"2012-2-7","5,890.26","5,892.20","5,906.65","5,850.49","785.34M","-0.03%"
"2012-2-6","5,892.20","5,901.07","5,901.07","5,863.55","828.46M","-0.15%"
"2012-2-3","5,901.07","5,796.07","5,901.07","5,784.23","1.16B","1.81%"
"2012-2-2","5,796.07","5,790.72","5,809.82","5,765.72","967.39M","0.09%"
"2012-2-1","5,790.72","5,681.61","5,790.72","5,680.67","985.25M","1.92%"
"2012-1-31","5,681.61","5,671.09","5,730.32","5,671.09","1.02B","0.19%"
"2012-1-30","5,671.09","5,733.45","5,733.45","5,651.56","778.10M","-1.09%"
"2012-1-27","5,733.45","5,795.20","5,795.20","5,728.96","790.05M","-1.07%"
"2012-1-26","5,795.20","5,723.00","5,806.24","5,722.83","874.33M","1.26%"
"2012-1-25","5,723.00","5,751.90","5,777.69","5,694.05","884.69M","-0.50%"
"2012-1-24","5,751.90","5,782.56","5,782.56","5,719.86","916.10M","-0.53%"
"2012-1-23","5,782.56","5,728.55","5,789.85","5,723.09","852.46M","0.94%"
"2012-1-20","5,728.55","5,741.15","5,749.77","5,721.61","1.32B","-0.22%"
"2012-1-19","5,741.15","5,702.37","5,743.93","5,693.16","1.40B","0.68%"
"2012-1-18","5,702.37","5,693.95","5,709.87","5,647.92","792.32M","0.15%"
"2012-1-17","5,693.95","5,657.44","5,724.41","5,657.44","1.23B","0.65%"
"2012-1-16","5,657.44","5,636.64","5,662.88","5,609.87","672.82M","0.37%"
"2012-1-13","5,636.64","5,662.42","5,709.22","5,583.45","1.32B","-0.46%"
"2012-1-12","5,662.42","5,670.82","5,699.57","5,640.30","1.38B","-0.15%"
"2012-1-11","5,670.82","5,696.70","5,700.75","5,644.75","893.41M","-0.45%"
"2012-1-10","5,696.70","5,612.26","5,711.89","5,612.26","865.03M","1.50%"
"2012-1-9","5,612.26","5,649.68","5,673.82","5,604.62","785.65M","-0.66%"
"2012-1-6","5,649.68","5,624.26","5,682.78","5,623.36","705.02M","0.45%"
"2012-1-5","5,624.26","5,668.45","5,689.33","5,614.38","794.28M","-0.78%"
"2012-1-4","5,668.45","5,699.91","5,719.83","5,646.36","696.94M","-0.55%"
"2012-1-3","5,699.91","5,572.28","5,699.91","5,572.28","778.53M","2.29%"
